actual,line,opp.line,outcomeline1,outcomeline2,PredProba,PredProba.opp,EV_1,EV_2,BestEV,makeBet,Bet,Net
1,-125,105,800.0,1050.0,0.5887247210766656,0.4112752789233344,470.9797768613325,431.8390428695011,470.9797768613325,False,1,470.9797768613325
1,-135,115,740.7407407407408,1150.0,0.553571620807061,0.446428379192939,410.05305244967485,513.3926360718798,513.3926360718798,False,0,-1000.0
1,-340,270,294.11764705882354,2700.0,0.6977972743839114,0.30220272561608863,205.23449246585628,815.9473591634393,815.9473591634393,False,0,-1000.0
1,225,-265,2250.0,377.35849056603774,0.349676100524535,0.650323899475465,786.7712261802038,245.40524508508113,786.7712261802038,False,1,786.7712261802038
1,190,-240,1900.0,416.6666666666667,0.3503048967638473,0.6496951032361526,665.5793038513099,270.70629301506364,665.5793038513099,False,1,665.5793038513099
0,120,-140,1200.0,714.2857142857143,0.38364607000039125,0.6163539299996088,460.3752840004695,440.25280714257775,460.3752840004695,False,1,-1000.0
0,-190,170,526.3157894736843,1700.0,0.6313058141686239,0.36869418583137614,332.2662179834863,626.7801159133394,626.7801159133394,False,0,626.7801159133394
0,425,-550,4250.0,181.8181818181818,0.23561846911864612,0.7643815308813539,1001.378493754246,138.97846016024616,1001.378493754246,True,1,-1000.0
0,-195,175,512.8205128205128,1750.0,0.6094568470891022,0.3905431529108978,312.54197286620627,683.4505175940711,683.4505175940711,False,0,683.4505175940711
1,-525,405,190.47619047619045,4050.0,0.788540564509243,0.21145943549075696,150.19820276366534,856.4107137375657,856.4107137375657,False,0,-1000.0
1,-290,245,344.8275862068965,2450.0,0.702789076721224,0.29721092327877596,242.34106093835308,728.1667620330011,728.1667620330011,False,0,-1000.0
0,1600,-6000,16000.0,16.666666666666664,0.00027542404287898153,0.999724575957121,4.4067846860637045,16.662076265952017,16.662076265952017,False,0,16.662076265952017
1,-175,155,571.4285714285714,1550.0,0.6303922675151545,0.36960773248484546,360.2241528658026,572.8919853515105,572.8919853515105,False,0,-1000.0
0,110,-130,1100.0,769.2307692307693,0.45215145402341445,0.5478485459765856,497.3665994257559,421.42195844352744,497.3665994257559,False,1,-1000.0
0,220,-260,2200.0,384.61538461538464,0.38224791424777693,0.6177520857522231,840.9454113451093,237.59695605854736,840.9454113451093,False,1,-1000.0
1,-600,450,166.66666666666669,4500.0,0.7948835425372676,0.20511645746273244,132.48059042287795,923.024058582296,923.024058582296,False,0,-1000.0
0,-270,230,370.3703703703704,2300.0,0.67865158015915,0.32134841984085005,251.35243709598146,739.1013656339551,739.1013656339551,False,0,739.1013656339551
0,799,-1299,7990.0,76.98229407236336,0.09299160884454724,0.9070083911554527,743.0029546679325,69.82358669403024,743.0029546679325,False,1,-1000.0
0,220,-260,2200.0,384.61538461538464,0.3235206439749796,0.6764793560250204,711.7454167449552,260.18436770193097,711.7454167449552,False,1,-1000.0
1,-135,115,740.7407407407408,1150.0,0.5448226794613251,0.4551773205386749,403.5723551565371,523.4539186194761,523.4539186194761,False,0,-1000.0
0,-195,166,512.8205128205128,1660.0,0.568477050815782,0.43152294918421796,291.5266927260421,716.3280956458018,716.3280956458018,False,0,716.3280956458018
1,140,-160,1400.0,625.0,0.42714763467989586,0.5728523653201041,598.0066885518542,358.0327283250651,598.0066885518542,False,1,598.0066885518542
1,-250,210,400.0,2100.0,0.6667622512636202,0.3332377487363798,266.7049005054481,699.7992723463975,699.7992723463975,False,0,-1000.0
1,-230,195,434.78260869565213,1950.0,0.6512209200021273,0.3487790799978727,283.13953043570746,680.1192059958518,680.1192059958518,False,0,-1000.0
0,110,-130,1100.0,769.2307692307693,0.42441778040576966,0.5755822195942304,466.8595584463466,442.7555535340234,466.8595584463466,False,1,-1000.0
1,-145,125,689.655172413793,1250.0,0.570126783856819,0.42987321614318097,393.19088541849584,537.3415201789762,537.3415201789762,False,0,-1000.0
1,-230,195,434.78260869565213,1950.0,0.6011840469330237,0.39881595306697626,261.3843682317494,777.6911084806037,777.6911084806037,False,0,-1000.0
0,260,-320,2600.0,312.5,0.34054602101821446,0.6594539789817855,885.4196546473576,206.07936843180795,885.4196546473576,False,1,-1000.0
1,240,-280,2400.0,357.14285714285717,0.35771065514544714,0.6422893448545528,858.5055723490732,229.38905173376887,858.5055723490732,False,1,858.5055723490732
0,-105,-115,952.3809523809524,869.5652173913043,0.4691049747956232,0.5308950252043768,446.76664266249827,461.6478480038059,461.6478480038059,False,0,461.6478480038059
0,-115,-105,869.5652173913043,952.3809523809524,0.5266029964158839,0.47339700358411607,457.91564905729035,450.8542891277296,457.91564905729035,False,1,-1000.0
0,250,-310,2500.0,322.5806451612903,0.30323336723289823,0.6967666327671018,758.0834180822455,224.76342992487153,758.0834180822455,False,1,-1000.0
0,210,-250,2100.0,400.0,0.37628374110989743,0.6237162588901026,790.1958563307846,249.48650355604104,790.1958563307846,False,1,-1000.0
1,-115,-105,869.5652173913043,952.3809523809524,0.49262129131104393,0.5073787086889561,428.36634027047296,483.2178177990058,483.2178177990058,False,0,-1000.0
0,200,-240,2000.0,416.6666666666667,0.3831189317731902,0.6168810682268098,766.2378635463804,257.03377842783743,766.2378635463804,False,1,-1000.0
0,1100,-2500,11000.0,40.0,0.019487564553549587,0.9805124354464504,214.36321008904545,39.22049741785801,214.36321008904545,False,1,-1000.0
1,-155,135,645.1612903225806,1350.0,0.5392427947679649,0.4607572052320351,347.89857726965477,622.0222270632474,622.0222270632474,False,0,-1000.0
1,-130,110,769.2307692307693,1100.0,0.5656554417322152,0.43434455826778484,435.11957056324246,477.7790140945633,477.7790140945633,False,0,-1000.0
1,130,-150,1300.0,666.6666666666667,0.3787447957161894,0.6212552042838106,492.36823443104623,414.17013618920714,492.36823443104623,False,1,492.36823443104623
1,-180,150,555.5555555555555,1500.0,0.6064520633087023,0.39354793669129773,336.91781294927904,590.3219050369466,590.3219050369466,False,0,-1000.0
1,-185,165,540.5405405405405,1650.0,0.6172809898057635,0.3827190101942365,333.6653998950073,631.4863668204902,631.4863668204902,False,0,-1000.0
1,-5000,2173,20.0,21730.0,0.9999029286747455,9.707132525449413e-05,19.99805857349491,2.1093598977801573,19.99805857349491,False,1,19.99805857349491
0,230,-280,2300.0,357.14285714285717,0.3143392490876697,0.6856607509123303,722.9802729016403,244.87883961154654,722.9802729016403,False,1,-1000.0
1,-210,180,476.1904761904762,1800.0,0.6300595752169078,0.3699404247830922,300.0283691509085,665.8927646095659,665.8927646095659,False,0,-1000.0
1,110,-130,1100.0,769.2307692307693,0.3892675794297106,0.6107324205702894,428.1943373726816,469.7941696694534,469.7941696694534,False,0,-1000.0
1,190,-240,1900.0,416.6666666666667,0.323141965912232,0.676858034087768,613.9697352332407,282.0241808699034,613.9697352332407,False,1,613.9697352332407
1,-240,190,416.6666666666667,1900.0,0.6802415271970301,0.3197584728029699,283.43396966542923,607.5410983256428,607.5410983256428,False,0,-1000.0
0,195,-235,1950.0,425.531914893617,0.3954522797133462,0.6045477202866538,771.1319454410251,257.2543490581505,771.1319454410251,False,1,-1000.0
0,145,-165,1450.0,606.060606060606,0.4561736398637908,0.5438263601362092,661.4517778024966,329.59173341588433,661.4517778024966,False,1,-1000.0
0,150,-180,1500.0,555.5555555555555,0.4111749469572632,0.5888250530427368,616.7624204358948,327.1250294681871,616.7624204358948,False,1,-1000.0
1,355,-450,3550.0,222.22222222222223,0.29887231098218303,0.701127689017817,1060.9967039867497,155.80615311507043,1060.9967039867497,True,1,1060.9967039867497
1,115,-135,1150.0,740.7407407407408,0.4194213076547902,0.5805786923452099,482.3345038030087,430.0582906260814,482.3345038030087,False,1,482.3345038030087
0,-150,130,666.6666666666667,1300.0,0.5610696742639554,0.4389303257360446,374.0464495093036,570.609423456858,570.609423456858,False,0,570.609423456858
1,-110,-110,909.0909090909091,909.0909090909091,0.5032863767408443,0.4967136232591557,457.53306976440393,451.5578393265052,457.53306976440393,False,1,457.53306976440393
1,-330,260,303.030303030303,2600.0,0.6630170178942701,0.33698298210572986,200.9142478467485,876.1557534748977,876.1557534748977,False,0,-1000.0
0,-205,175,487.8048780487805,1750.0,0.6215573365364467,0.37844266346355326,303.1987007494862,662.2746610612182,662.2746610612182,False,0,662.2746610612182
1,-220,190,454.54545454545456,1900.0,0.6412297135336096,0.3587702864663904,291.4680516061862,681.6635442861418,681.6635442861418,False,0,-1000.0
1,-370,310,270.27027027027026,3100.0,0.7167834495550889,0.2832165504449111,193.7252566365105,877.9713063792244,877.9713063792244,False,0,-1000.0
0,-150,130,666.6666666666667,1300.0,0.5664592727036794,0.43354072729632065,377.63951513578627,563.6029454852169,563.6029454852169,False,0,563.6029454852169
1,175,-200,1750.0,500.0,0.3403975443926892,0.6596024556073108,595.6957026872061,329.8012278036554,595.6957026872061,False,1,595.6957026872061
0,110,-130,1100.0,769.2307692307693,0.4914802915399814,0.5085197084600186,540.6283206939795,391.1690065077066,540.6283206939795,False,1,-1000.0
1,-120,100,833.3333333333334,1000.0,0.5465363464885679,0.45346365351143214,455.4469554071399,453.46365351143214,455.4469554071399,False,1,455.4469554071399
1,145,-165,1450.0,606.060606060606,0.3748471831620272,0.6251528168379727,543.5284155849395,378.8804950533168,543.5284155849395,False,1,543.5284155849395
0,330,-400,3300.0,250.0,0.2772736724664578,0.7227263275335423,915.0031191393107,180.68158188338558,915.0031191393107,False,1,-1000.0
0,160,-190,1600.0,526.3157894736843,0.41138054739977586,0.5886194526002242,658.2088758396413,309.79971189485485,658.2088758396413,False,1,-1000.0
0,190,-220,1900.0,454.54545454545456,0.33407911175763505,0.665920888242365,634.7503123395066,302.6913128374386,634.7503123395066,False,1,-1000.0
0,135,-160,1350.0,625.0,0.4256049791920457,0.5743950208079542,574.5667219092617,358.9968880049714,574.5667219092617,False,1,-1000.0
1,-265,215,377.35849056603774,2150.0,0.6607035595578887,0.33929644044211127,249.3220979463731,729.4873469505392,729.4873469505392,False,0,-1000.0
0,-170,150,588.2352941176471,1500.0,0.6612283202817909,0.3387716797182091,388.957835459877,508.1575195773136,508.1575195773136,False,0,508.1575195773136
1,206,-251,2060.0,398.40637450199205,0.34877283450955865,0.6512271654904414,718.4720390896908,259.4530539802555,718.4720390896908,False,1,718.4720390896908
0,320,-380,3200.0,263.15789473684214,0.2957231051988549,0.7042768948011451,946.3139366363357,185.33602494766978,946.3139366363357,False,1,-1000.0
1,135,-155,1350.0,645.1612903225806,0.4390839221477924,0.5609160778522075,592.7632948995198,361.8813405498113,592.7632948995198,False,1,592.7632948995198
0,-1600,900,62.5,9000.0,0.9679457729885046,0.032054227011495406,60.49661081178154,288.48804310345866,288.48804310345866,False,0,288.48804310345866
0,110,-130,1100.0,769.2307692307693,0.3947200836924597,0.6052799163075403,434.1920920617057,465.5999356211849,465.5999356211849,False,0,465.5999356211849
0,-165,145,606.060606060606,1450.0,0.6539097484098181,0.3460902515901819,396.30893843019277,501.8308648057638,501.8308648057638,False,0,501.8308648057638
0,220,-260,2200.0,384.61538461538464,0.3338815670037036,0.6661184329962964,734.5394474081479,256.1993973062678,734.5394474081479,False,1,-1000.0
0,1000,-2000,10000.0,50.0,0.03256128988606211,0.9674387101139379,325.6128988606211,48.3719355056969,325.6128988606211,False,1,-1000.0
1,-165,145,606.060606060606,1450.0,0.6200922219324178,0.37990777806758225,375.8134678378289,550.8662781979942,550.8662781979942,False,0,-1000.0
0,235,-275,2350.0,363.6363636363636,0.3678796690730111,0.6321203309269889,864.5172223215761,229.86193851890505,864.5172223215761,False,1,-1000.0
1,-140,120,714.2857142857143,1200.0,0.6234772022149472,0.3765227977850528,445.3408587249623,451.8273573420634,451.8273573420634,False,0,-1000.0
0,145,-165,1450.0,606.060606060606,0.3705500617512601,0.62944993824874,537.2975895393272,381.48481105984234,537.2975895393272,False,1,-1000.0
1,166,-195,1660.0,512.8205128205128,0.3881608080685651,0.6118391919314349,644.3469413938182,313.7636881699666,644.3469413938182,False,1,644.3469413938182
0,-160,140,625.0,1400.0,0.6027981683228354,0.3972018316771646,376.74885520177213,556.0825643480305,556.0825643480305,False,0,556.0825643480305
0,-140,120,714.2857142857143,1200.0,0.5133731188930953,0.48662688110690466,366.69508492363957,583.9522573282856,583.9522573282856,False,0,583.9522573282856
0,525,-750,5250.0,133.33333333333331,0.1726846915058504,0.8273153084941496,906.5946304057145,110.30870779921993,906.5946304057145,False,1,-1000.0
1,-170,150,588.2352941176471,1500.0,0.5885666677601413,0.4114333322398587,346.2156869177302,617.149998359788,617.149998359788,False,0,-1000.0
0,1200,-3000,12000.0,33.33333333333333,0.00827108900667762,0.9917289109933224,99.25306808013146,33.05763036644407,99.25306808013146,False,1,-1000.0
0,-445,355,224.71910112359552,3550.0,0.780362234338403,0.21963776566159698,175.36229985132653,779.7140680986693,779.7140680986693,False,0,779.7140680986693
1,-180,160,555.5555555555555,1600.0,0.6400051620738133,0.3599948379261867,355.5584233743407,575.9917406818987,575.9917406818987,False,0,-1000.0
0,600,-900,6000.0,111.11111111111111,0.1453379998773885,0.8546620001226115,872.0279992643309,94.96244445806795,872.0279992643309,False,1,-1000.0
1,225,-275,2250.0,363.6363636363636,0.3533130362598791,0.6466869637401209,794.9543315847279,235.1588959054985,794.9543315847279,False,1,794.9543315847279
0,160,-180,1600.0,555.5555555555555,0.417423138497331,0.582576861502669,667.8770215957296,323.6538119459272,667.8770215957296,False,1,-1000.0
1,150,-180,1500.0,555.5555555555555,0.3445080399922111,0.6554919600077889,516.7620599883167,364.16220000432713,516.7620599883167,False,1,516.7620599883167
0,165,-185,1650.0,540.5405405405405,0.3284823315393262,0.6715176684606738,541.9958470398883,362.9825234922561,541.9958470398883,False,1,-1000.0
1,-350,290,285.7142857142857,2900.0,0.7245546488287621,0.2754453511712379,207.0156139510749,798.7915183965899,798.7915183965899,False,0,-1000.0
0,135,-155,1350.0,645.1612903225806,0.3930719577571265,0.6069280422428736,530.6471429721207,391.56647886637,530.6471429721207,False,1,-1000.0
0,135,-155,1350.0,645.1612903225806,0.3768064871835862,0.6231935128164138,508.6887576978414,402.0603308492992,508.6887576978414,False,1,-1000.0
1,-145,125,689.655172413793,1250.0,0.6155827066031463,0.3844172933968537,424.5397976573422,480.52161674606714,480.52161674606714,False,0,-1000.0
1,140,-160,1400.0,625.0,0.3651478234056242,0.6348521765943758,511.2069527678739,396.78261037148485,511.2069527678739,False,1,511.2069527678739
1,-375,305,266.66666666666663,3050.0,0.6938351098707871,0.3061648901292129,185.0226959655432,933.8029148940993,933.8029148940993,False,0,-1000.0
1,245,-290,2450.0,344.8275862068965,0.3694761065456245,0.6305238934543755,905.2164610367801,217.42203222564672,905.2164610367801,False,1,905.2164610367801
0,-175,155,571.4285714285714,1550.0,0.57315246330706,0.42684753669293996,327.51569331832,661.613681874057,661.613681874057,False,0,661.613681874057
0,580,-780,5800.0,128.2051282051282,0.1744692649604968,0.8255307350395031,1011.9217367708815,105.83727372301323,1011.9217367708815,True,1,-1000.0
0,-115,-105,869.5652173913043,952.3809523809524,0.5431414524690984,0.4568585475309016,472.2969151905203,435.10337860085866,472.2969151905203,False,1,-1000.0
1,-2650,1050,37.735849056603776,10500.0,0.99016406348601,0.009835936513989951,37.364681640981516,103.27733339689449,103.27733339689449,False,0,-1000.0
1,-195,165,512.8205128205128,1650.0,0.6153364422479134,0.3846635577520866,315.5571498707248,634.6948702909428,634.6948702909428,False,0,-1000.0
0,185,-220,1850.0,454.54545454545456,0.3322281955116716,0.6677718044883284,614.6221616965925,303.53263840378565,614.6221616965925,False,1,-1000.0
1,175,-205,1750.0,487.8048780487805,0.3890235886089329,0.6109764113910672,680.7912800656326,298.0372738493011,680.7912800656326,False,1,680.7912800656326
0,155,-175,1550.0,571.4285714285714,0.4109257899160318,0.5890742100839682,636.9349743698493,336.6138343336961,636.9349743698493,False,1,-1000.0
0,145,-170,1450.0,588.2352941176471,0.43134731072397864,0.5686526892760213,625.453600549769,334.50158192707136,625.453600549769,False,1,-1000.0
1,105,-125,1050.0,800.0,0.46647533833756494,0.5335246616624351,489.7991052544432,426.8197293299481,489.7991052544432,False,1,489.7991052544432
1,-340,280,294.11764705882354,2800.0,0.7094230978297728,0.29057690217022725,208.65385230287436,813.6153260766363,813.6153260766363,False,0,-1000.0
0,180,-210,1800.0,476.1904761904762,0.37913958520641555,0.6208604147935844,682.451253371548,295.64781656837357,682.451253371548,False,1,-1000.0
1,-410,330,243.90243902439025,3300.0,0.7275150171805939,0.27248498281940614,177.44268711721801,899.2004433040403,899.2004433040403,False,0,-1000.0
0,230,-270,2300.0,370.3703703703704,0.3719013441690525,0.6280986558309475,855.3730915888208,232.6291317892398,855.3730915888208,False,1,-1000.0
1,-300,240,333.33333333333337,2400.0,0.6278750375635611,0.3721249624364389,209.29167918785373,893.0999098474533,893.0999098474533,False,0,-1000.0
1,-170,150,588.2352941176471,1500.0,0.5962235869698905,0.40377641303010947,350.7197570411121,605.6646195451642,605.6646195451642,False,0,-1000.0
0,-160,140,625.0,1400.0,0.5810811533287563,0.4189188466712437,363.1757208304727,586.4863853397411,586.4863853397411,False,0,586.4863853397411
1,-705,505,141.84397163120568,5050.0,0.8597145804489893,0.1402854195510107,121.94533056014033,708.441368732604,708.441368732604,False,0,-1000.0
0,-155,135,645.1612903225806,1350.0,0.6126989326205445,0.38730106737945547,395.2896339487384,522.8564409622649,522.8564409622649,False,0,522.8564409622649
0,-220,190,454.54545454545456,1900.0,0.6528494712406387,0.34715052875936125,296.7497596548358,659.5860046427864,659.5860046427864,False,0,659.5860046427864
1,-360,300,277.77777777777777,3000.0,0.6856137586981065,0.3143862413018935,190.44826630502956,943.1587239056805,943.1587239056805,False,0,-1000.0
0,500,-650,5000.0,153.84615384615387,0.20775303369480255,0.7922469663051974,1038.7651684740129,121.88414866233808,1038.7651684740129,True,1,-1000.0
1,155,-175,1550.0,571.4285714285714,0.42512215251648594,0.5748778474835141,658.9393364005532,328.50162713343667,658.9393364005532,False,1,658.9393364005532
1,150,-180,1500.0,555.5555555555555,0.3897923598070028,0.6102076401929972,584.6885397105042,339.0042445516651,584.6885397105042,False,1,584.6885397105042
0,-105,-115,952.3809523809524,869.5652173913043,0.5223026688978554,0.47769733110214463,497.43111323605274,415.3889835670822,497.43111323605274,False,1,-1000.0
0,-400,300,250.0,3000.0,0.7103781061596095,0.2896218938403905,177.59452653990238,868.8656815211715,868.8656815211715,False,0,868.8656815211715
0,230,-270,2300.0,370.3703703703704,0.33508871830231857,0.6649112816976814,770.7040520953327,246.26343766580794,770.7040520953327,False,1,-1000.0
0,270,-340,2700.0,294.11764705882354,0.24446629989412974,0.7555337001058703,660.0590097141503,222.2157941487854,660.0590097141503,False,1,-1000.0
1,120,-140,1200.0,714.2857142857143,0.44529611326524265,0.5547038867347573,534.3553359182912,396.2170619533981,534.3553359182912,False,1,534.3553359182912
0,110,-130,1100.0,769.2307692307693,0.3659460337547348,0.6340539662452652,402.54063713020827,487.73382018866556,487.73382018866556,False,0,487.73382018866556
1,-550,425,181.8181818181818,4250.0,0.807080101403,0.19291989859699998,146.74183661872726,819.90956903725,819.90956903725,False,0,-1000.0
0,534,-750,5340.0,133.33333333333331,0.1599651133119939,0.8400348866880061,854.2137050860474,112.0046515584008,854.2137050860474,False,1,-1000.0
1,-180,160,555.5555555555555,1600.0,0.5776042173321486,0.4223957826678514,320.89123185119365,675.8332522685622,675.8332522685622,False,0,-1000.0
0,320,-380,3200.0,263.15789473684214,0.30750530883792887,0.6924946911620711,984.0169882813724,182.2354450426503,984.0169882813724,False,1,-1000.0
0,140,-160,1400.0,625.0,0.42254489370410236,0.5774551062958977,591.5628511857433,360.90944143493607,591.5628511857433,False,1,-1000.0
0,105,-125,1050.0,800.0,0.41775347983344474,0.5822465201665552,438.641153825117,465.79721613324415,465.79721613324415,False,0,465.79721613324415
1,-1200,750,83.33333333333334,7500.0,0.9412786549100277,0.05872134508997229,78.43988790916899,440.4100881747922,440.4100881747922,False,0,-1000.0
1,-230,195,434.78260869565213,1950.0,0.6615902967645334,0.3384097032354666,287.6479551150145,659.8989213091598,659.8989213091598,False,0,-1000.0
1,-1215,865,82.3045267489712,8650.0,0.9390532983840457,0.06094670161595428,77.28833731555932,527.1889689780045,527.1889689780045,False,0,-1000.0
1,-210,175,476.1904761904762,1750.0,0.5616679908735799,0.4383320091264201,267.46094803503803,767.0810159712352,767.0810159712352,False,0,-1000.0
1,-210,180,476.1904761904762,1800.0,0.6347972560989336,0.36520274390106644,302.28440766615887,657.3649390219196,657.3649390219196,False,0,-1000.0
0,120,-140,1200.0,714.2857142857143,0.46229796879773305,0.5377020312022669,554.7575625572797,384.07287943019065,554.7575625572797,False,1,-1000.0
0,240,-280,2400.0,357.14285714285717,0.3126184305468347,0.6873815694531653,750.2842333124032,245.49341766184477,750.2842333124032,False,1,-1000.0
0,170,-200,1700.0,500.0,0.3897228553657239,0.6102771446342761,662.5288541217305,305.138572317138,662.5288541217305,False,1,-1000.0
0,980,-1800,9800.0,55.55555555555556,0.03105845939401045,0.9689415406059896,304.3729020613024,53.830085589221646,304.3729020613024,False,1,-1000.0
0,-155,135,645.1612903225806,1350.0,0.6303334358942345,0.3696665641057655,406.66673283499,499.0498615427834,499.0498615427834,False,0,499.0498615427834
1,180,-215,1800.0,465.1162790697675,0.38351887162525644,0.6164811283747436,690.3339689254616,286.73540854639236,690.3339689254616,False,1,690.3339689254616
0,530,-705,5300.0,141.84397163120568,0.1960621122910011,0.8039378877089989,1039.129195142306,114.03374293744665,1039.129195142306,True,1,-1000.0
0,200,-250,2000.0,400.0,0.36888019619298434,0.6311198038070156,737.7603923859687,252.44792152280624,737.7603923859687,False,1,-1000.0
0,175,-200,1750.0,500.0,0.3721082126713415,0.6278917873286585,651.1893721748476,313.9458936643292,651.1893721748476,False,1,-1000.0
0,-127,107,787.4015748031496,1070.0,0.5364110346985053,0.46358896530149474,422.37089346338996,496.0401928725994,496.0401928725994,False,0,496.0401928725994
1,325,-425,3250.0,235.29411764705884,0.25610836425325073,0.7438916357467493,832.3521838230648,175.0333260580587,832.3521838230648,False,1,832.3521838230648
1,-140,120,714.2857142857143,1200.0,0.5540222081150071,0.44597779188499287,395.7301486535765,535.1733502619915,535.1733502619915,False,0,-1000.0
0,-230,185,434.78260869565213,1850.0,0.6361889851552892,0.3638110148447108,276.60390658925616,673.050377462715,673.050377462715,False,0,673.050377462715
0,525,-750,5250.0,133.33333333333331,0.16486874151310665,0.8351312584868933,865.5608929438099,111.35083446491909,865.5608929438099,False,1,-1000.0
0,-450,350,222.22222222222223,3500.0,0.7434476012925411,0.25655239870745894,165.21057806500912,897.9333954761063,897.9333954761063,False,0,897.9333954761063
0,250,-310,2500.0,322.5806451612903,0.32074349250934264,0.6792565074906574,801.8587312733566,219.11500241634107,801.8587312733566,False,1,-1000.0
1,115,-135,1150.0,740.7407407407408,0.4496673576476129,0.5503326423523871,517.1174612947548,407.65380914991636,517.1174612947548,False,1,517.1174612947548
0,-120,100,833.3333333333334,1000.0,0.5541227593251739,0.44587724067482615,461.7689661043116,445.87724067482617,461.7689661043116,False,1,-1000.0
1,-550,400,181.8181818181818,4000.0,0.7691309181231031,0.23086908187689692,139.84198511329146,923.4763275075877,923.4763275075877,False,0,-1000.0
0,475,-625,4750.0,160.0,0.22015824223907612,0.7798417577609239,1045.7516506356117,124.77468124174783,1045.7516506356117,True,1,-1000.0
1,220,-270,2200.0,370.3703703703704,0.3182801548125587,0.6817198451874413,700.2163405876292,252.4888315509042,700.2163405876292,False,1,700.2163405876292
0,-250,210,400.0,2100.0,0.6667193920024914,0.3332806079975086,266.68775680099657,699.889276794768,699.889276794768,False,0,699.889276794768
0,260,-330,2600.0,303.030303030303,0.32365036558970955,0.6763496344102904,841.4909505332448,204.95443466978494,841.4909505332448,False,1,-1000.0
0,-150,130,666.6666666666667,1300.0,0.5780155761460294,0.4219844238539706,385.3437174306863,548.5797510101618,548.5797510101618,False,0,548.5797510101618
1,145,-170,1450.0,588.2352941176471,0.39810123442810075,0.6018987655718993,577.2467899207461,354.0580973952349,577.2467899207461,False,1,577.2467899207461
1,180,-220,1800.0,454.54545454545456,0.3697033366064392,0.6302966633935607,665.4660058915906,286.49848336070943,665.4660058915906,False,1,665.4660058915906
1,235,-295,2350.0,338.9830508474576,0.3244974614105123,0.6755025385894877,762.5690343147038,228.983911386267,762.5690343147038,False,1,762.5690343147038
1,-320,260,312.5,2600.0,0.6412276306785163,0.3587723693214837,200.38363458703634,932.8081602358576,932.8081602358576,False,0,-1000.0
1,-450,350,222.22222222222223,3500.0,0.7525613360993206,0.24743866390067937,167.2358524665157,866.0353236523778,866.0353236523778,False,0,-1000.0
1,711,-1100,7110.0,90.9090909090909,0.08299163002865663,0.9170083699713434,590.0704895037486,83.36439727012213,590.0704895037486,False,1,590.0704895037486
1,-150,130,666.6666666666667,1300.0,0.5895320401538932,0.41046795984610684,393.0213601025955,533.6083477999389,533.6083477999389,False,0,-1000.0
0,477,-650,4770.0,153.84615384615387,0.19571367158088177,0.8042863284191182,933.554213440806,123.73635821832589,933.554213440806,False,1,-1000.0
0,375,-450,3750.0,222.22222222222223,0.2595532663413485,0.7404467336586515,973.3247487800569,164.54371859081147,973.3247487800569,False,1,-1000.0
0,280,-340,2800.0,294.11764705882354,0.341216747739144,0.658783252260856,955.4068936696033,193.75978007672236,955.4068936696033,False,1,-1000.0
0,-175,155,571.4285714285714,1550.0,0.5714526263812035,0.42854737361879647,326.5443579321163,664.2484291091346,664.2484291091346,False,0,664.2484291091346
0,-140,120,714.2857142857143,1200.0,0.6120121315111053,0.38798786848889466,437.15152250793244,465.5854421866736,465.5854421866736,False,0,465.5854421866736
0,-205,175,487.8048780487805,1750.0,0.6834537339397792,0.31654626606022085,333.39206533647763,553.9559656053865,553.9559656053865,False,0,553.9559656053865
1,-1100,700,90.9090909090909,7000.0,0.9078126233539501,0.09218737664604992,82.52842030490454,645.3116365223494,645.3116365223494,False,0,-1000.0
1,-480,365,208.33333333333334,3650.0,0.7754960771453843,0.22450392285461573,161.56168273862173,819.4393184193474,819.4393184193474,False,0,-1000.0
1,-245,205,408.16326530612247,2050.0,0.6375165857622089,0.36248341423779107,260.2108513315139,743.0909991874717,743.0909991874717,False,0,-1000.0
1,160,-180,1600.0,555.5555555555555,0.36314112659523157,0.6368588734047684,581.0258025523705,353.81048522487134,581.0258025523705,False,1,581.0258025523705
0,534,-750,5340.0,133.33333333333331,0.15964425289433487,0.8403557471056651,852.5003104557483,112.047432947422,852.5003104557483,False,1,-1000.0
0,285,-370,2850.0,270.27027027027026,0.3215297450410326,0.6784702549589674,916.3597733669429,183.3703391780993,916.3597733669429,False,1,-1000.0
0,-260,215,384.61538461538464,2150.0,0.6314511689834643,0.3685488310165357,242.86583422440938,792.3799866855517,792.3799866855517,False,0,792.3799866855517
1,-340,270,294.11764705882354,2700.0,0.6616469479043402,0.3383530520956598,194.60204350127654,913.5532406582814,913.5532406582814,False,0,-1000.0
1,140,-160,1400.0,625.0,0.4281569200925115,0.5718430799074885,599.4196881295161,357.4019249421803,599.4196881295161,False,1,599.4196881295161
1,-430,360,232.55813953488374,3600.0,0.7124536748531376,0.2875463251468624,165.68690112863666,1035.1667705287045,1035.1667705287045,True,0,-1000.0
1,125,-145,1250.0,689.655172413793,0.4836674927019391,0.5163325072980609,604.5843658774239,356.09138434349023,604.5843658774239,False,1,604.5843658774239
1,-1200,800,83.33333333333334,8000.0,0.9439439557894211,0.05605604421057886,78.6619963157851,448.4483536846309,448.4483536846309,False,0,-1000.0
0,850,-1500,8500.0,66.66666666666666,0.06358986865301011,0.9364101313469899,540.513883550586,62.42734208979932,540.513883550586,False,1,-1000.0
1,-320,260,312.5,2600.0,0.6739078994439952,0.3260921005560048,210.5962185762485,847.8394614456124,847.8394614456124,False,0,-1000.0
