Date,Team,Tm.Id,RA_ROW,Opponent,Opp.Id,Month,Year,Game,Home,B2B,Opp.B2B,Diff,Win,PTS,FGM,FGA,3PM,3PA,FTM,FTA,ORB,TRB,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.ORB,Opp.Turnovers,Opp.FTA,Opp.FGA,Opp.PTS
1/24/2017,BOS,BOS42759,TRUE,WAS,WAS42759,1,2017,44,0,0,1,-15,0,108,38,84,10,33,22,24,8,32,24,10,3,13,20,8,15,21,84,123
1/25/2017,BOS,BOS42760,TRUE,HOU,HOU42760,1,2017,45,1,1,0,11,1,120,47,91,11,32,15,16,12,48,33,10,3,18,27,6,17,38,77,109
1/27/2017,BOS,BOS42762,TRUE,ORL,ORL42762,1,2017,46,1,0,0,30,1,128,50,89,16,34,12,15,7,47,39,8,5,10,17,7,11,18,87,98
1/28/2017,BOS,BOS42763,TRUE,MIL,MIL42763,1,2017,47,0,1,1,4,1,112,37,89,14,41,24,30,9,44,26,6,7,13,23,9,15,32,87,108
1/30/2017,BOS,BOS42765,TRUE,DET,DET42765,1,2017,48,1,0,0,4,1,113,36,82,13,32,28,33,6,44,23,6,5,9,18,12,7,29,97,109
2/1/2017,BOS,BOS42767,TRUE,TOR,TOR42767,2,2017,49,1,0,1,5,1,109,36,87,12,36,25,30,12,39,24,6,2,9,21,8,15,25,78,104
2/3/2017,BOS,BOS42769,TRUE,LAL,LAL42769,2,2017,50,1,0,1,6,1,113,39,82,13,35,22,28,7,47,28,8,1,16,19,15,12,26,94,107
2/5/2017,BOS,BOS42771,TRUE,LAC,LAC42771,2,2017,51,1,0,0,5,1,107,37,88,16,52,17,20,9,45,24,9,3,11,21,8,13,28,84,102
2/8/2017,BOS,BOS42774,TRUE,SAC,SAC42774,2,2017,52,0,0,0,-16,0,92,29,73,10,32,24,27,7,39,18,8,2,17,19,4,14,15,84,108
2/9/2017,BOS,BOS42775,TRUE,POR,POR42775,2,2017,53,0,1,0,9,1,120,44,91,10,30,22,27,14,43,23,8,1,8,21,10,15,31,77,111
2/11/2017,BOS,BOS42777,TRUE,UTA,UTA42777,2,2017,54,0,0,0,8,1,112,42,71,13,30,15,23,3,37,20,6,4,16,24,13,9,30,86,104
2/13/2017,BOS,BOS42779,TRUE,DAL,DAL42779,2,2017,55,0,0,0,13,1,111,40,81,16,34,15,18,7,41,28,5,3,12,25,4,12,25,77,98
2/15/2017,BOS,BOS42781,TRUE,PHI,PHI42781,2,2017,56,1,0,0,8,1,116,38,80,13,28,27,36,6,39,21,13,4,22,18,12,22,18,93,108
2/16/2017,BOS,BOS42782,TRUE,CHI,CHI42782,2,2017,57,0,1,0,-1,0,103,36,77,14,37,17,20,4,31,24,2,4,7,18,15,7,22,90,104
2/24/2017,BOS,BOS42790,TRUE,TOR,TOR42790,2,2017,58,0,0,0,-10,0,97,33,78,12,38,19,22,7,36,19,4,3,11,21,10,9,29,81,107
2/26/2017,BOS,BOS42792,TRUE,DET,DET42792,2,2017,59,0,0,0,6,1,104,34,85,12,35,24,30,9,52,22,9,1,14,26,11,17,35,81,98
2/27/2017,BOS,BOS42793,TRUE,ATL,ATL42793,2,2017,60,1,1,0,-16,0,98,34,87,10,34,20,25,9,40,21,9,7,18,20,13,14,20,95,114
3/1/2017,BOS,BOS42795,TRUE,CLE,CLE42795,3,2017,61,1,0,0,4,1,103,36,78,13,31,18,23,8,47,28,4,6,12,21,12,10,22,91,99
3/3/2017,BOS,BOS42797,TRUE,LAL,LAL42797,3,2017,62,0,0,0,20,1,115,43,84,10,33,19,25,6,46,30,7,2,18,17,6,14,20,87,95
3/5/2017,BOS,BOS42799,TRUE,PHO,PHO42799,3,2017,63,0,0,0,-3,0,106,32,85,13,37,29,40,14,54,19,6,6,12,28,10,11,26,94,109
3/6/2017,BOS,BOS42800,TRUE,LAC,LAC42800,3,2017,64,0,1,0,-14,0,102,34,83,10,35,24,29,7,37,22,9,2,11,31,8,13,47,73,116
3/8/2017,BOS,BOS42802,TRUE,GSW,GSW42802,3,2017,65,0,0,0,13,1,99,37,84,10,29,15,19,9,45,28,12,1,12,10,12,17,9,84,86
3/10/2017,BOS,BOS42804,TRUE,DEN,DEN42804,3,2017,66,0,0,0,-20,0,99,34,81,12,33,19,23,9,34,19,11,2,18,23,11,18,22,85,119
3/12/2017,BOS,BOS42806,TRUE,CHI,CHI42806,3,2017,67,1,0,0,20,1,100,40,86,16,37,4,4,12,51,22,14,5,21,14,12,17,9,87,80
3/15/2017,BOS,BOS42809,TRUE,MIN,MIN42809,3,2017,68,1,0,0,13,1,117,43,79,13,33,18,21,5,37,34,2,5,10,16,15,8,20,91,104
3/17/2017,BOS,BOS42811,TRUE,BRK,BRK42811,3,2017,69,0,0,1,3,1,98,34,85,7,29,23,29,8,51,20,7,6,12,23,6,10,30,83,95
3/19/2017,BOS,BOS42813,TRUE,PHI,PHI42813,3,2017,70,0,0,0,-6,0,99,34,84,6,29,25,29,8,41,27,8,5,17,15,8,15,15,88,105
3/20/2017,BOS,BOS42814,TRUE,WAS,WAS42814,3,2017,71,1,1,0,8,1,110,40,93,10,33,20,28,19,53,19,10,6,13,24,8,18,26,86,102
3/22/2017,BOS,BOS42816,TRUE,IND,IND42816,3,2017,72,1,0,0,9,1,109,43,84,11,27,12,14,10,43,27,5,2,16,17,18,13,19,87,100
3/24/2017,BOS,BOS42818,TRUE,PHO,PHO42818,3,2017,73,1,0,1,10,1,130,44,94,14,41,28,35,12,50,31,8,5,15,32,10,13,49,86,120
3/26/2017,BOS,BOS42820,TRUE,MIA,MIA42820,3,2017,74,1,0,0,4,1,112,41,77,8,24,22,25,8,35,32,8,3,16,19,16,15,24,91,108
3/29/2017,BOS,BOS42823,TRUE,MIL,MIL42823,3,2017,75,1,0,1,-3,0,100,35,88,12,37,18,23,15,42,24,8,3,16,18,7,14,17,78,103
3/31/2017,BOS,BOS42825,TRUE,ORL,ORL42825,3,2017,76,1,0,0,1,1,117,38,84,12,33,29,34,5,45,27,6,5,11,18,11,9,25,98,116
4/2/2017,BOS,BOS42827,TRUE,NYK,NYK42827,4,2017,77,0,0,0,16,1,110,40,72,12,37,18,26,5,41,22,8,3,17,25,8,11,25,85,94
4/5/2017,BOS,BOS42830,TRUE,CLE,CLE42830,4,2017,78,1,0,1,-23,0,91,33,81,7,33,18,29,8,38,21,6,4,12,18,13,10,18,92,114
4/6/2017,BOS,BOS42831,TRUE,ATL,ATL42831,4,2017,79,0,1,0,-7,0,116,37,90,15,43,27,34,10,38,28,9,4,12,29,13,17,34,89,123
4/8/2017,BOS,BOS42833,TRUE,CHO,CHO42833,4,2017,80,0,0,0,7,1,121,45,87,17,39,14,17,5,43,35,2,5,9,19,7,7,32,84,114
4/10/2017,BOS,BOS42835,TRUE,BRK,BRK42835,4,2017,81,1,0,0,9,1,114,41,91,14,38,18,21,9,51,31,7,4,13,23,9,12,39,86,105
4/12/2017,BOS,BOS42837,TRUE,MIL,MIL42837,4,2017,82,1,0,0,18,1,112,41,91,12,37,18,26,11,46,31,12,3,8,17,9,17,17,84,94
10/17/2017,BOS,BOS43025,,CLE,CLE43025,10,2017,1,0,0,0,-3,0,99,36,88,8,32,19,25,9,46,24,11,4,10,24,9,17,25,83,102
10/18/2017,BOS,BOS43026,,MIL,MIL43026,10,2017,2,1,1,0,-8,0,100,39,91,11,28,11,21,11,43,23,12,2,12,27,6,15,30,76,108
10/20/2017,BOS,BOS43028,,PHI,PHI43028,10,2017,3,0,0,0,10,1,102,35,84,10,29,22,32,14,55,16,4,5,19,24,14,16,16,92,92
10/24/2017,BOS,BOS43032,,NYK,NYK43032,10,2017,4,1,0,0,21,1,110,37,75,14,29,22,27,5,41,26,11,7,12,24,11,14,25,85,89
10/26/2017,BOS,BOS43034,,MIL,MIL43034,10,2017,5,0,0,0,7,1,96,33,78,11,30,19,22,6,45,21,7,4,15,14,2,16,14,77,89
10/28/2017,BOS,BOS43036,,MIA,MIA43036,10,2017,6,0,0,0,6,1,96,34,81,6,23,22,26,11,41,15,11,5,12,14,6,19,16,79,90
10/30/2017,BOS,BOS43038,,SAS,SAS43038,10,2017,7,1,0,1,14,1,108,42,88,11,31,13,16,15,54,24,10,6,13,22,12,11,20,87,94
11/1/2017,BOS,BOS43040,,SAC,SAC43040,11,2017,8,1,0,1,27,1,113,40,82,17,41,16,19,16,52,30,10,3,16,19,7,15,12,81,86
11/3/2017,BOS,BOS43042,,OKC,OKC43042,11,2017,9,0,0,0,7,1,101,36,84,13,28,16,24,11,49,23,6,2,10,14,11,12,14,87,94
11/5/2017,BOS,BOS43044,,ORL,ORL43044,11,2017,10,0,0,0,16,1,104,39,89,11,33,15,20,9,54,26,10,1,13,21,10,13,18,91,88
11/6/2017,BOS,BOS43045,TRUE,ATL,ATL43045,11,2017,11,0,1,1,3,1,110,39,81,14,36,18,22,7,42,28,3,3,13,21,5,14,20,81,107
11/8/2017,BOS,BOS43047,TRUE,LAL,LAL43047,11,2017,12,1,0,0,11,1,107,38,98,7,29,24,31,16,48,20,8,6,13,20,12,20,23,85,96
11/10/2017,BOS,BOS43049,TRUE,CHO,CHO43049,11,2017,13,1,0,0,3,1,90,30,84,9,31,21,25,9,49,15,6,5,13,26,7,14,33,80,87
11/12/2017,BOS,BOS43051,TRUE,TOR,TOR43051,11,2017,14,1,0,0,1,1,95,35,87,10,26,15,19,15,46,24,9,2,14,18,6,17,23,69,94
11/14/2017,BOS,BOS43053,TRUE,BRK,BRK43053,11,2017,15,0,0,0,7,1,109,39,86,9,27,22,27,9,49,15,8,3,14,14,9,14,16,88,102
11/16/2017,BOS,BOS43055,TRUE,GSW,GSW43055,11,2017,16,1,0,0,4,1,92,26,79,7,32,33,38,7,52,15,8,5,15,15,7,15,19,82,88
11/18/2017,BOS,BOS43057,TRUE,ATL,ATL43057,11,2017,17,0,0,0,11,1,110,39,82,16,34,16,20,9,41,21,9,6,15,22,6,13,20,78,99
11/20/2017,BOS,BOS43059,TRUE,DAL,DAL43059,11,2017,18,0,0,0,8,1,110,38,84,13,36,21,26,5,53,24,8,4,17,24,8,11,20,96,102
11/22/2017,BOS,BOS43061,TRUE,MIA,MIA43061,11,2017,19,0,0,0,-6,0,98,35,84,9,26,19,27,7,37,19,11,4,11,19,7,16,16,81,104
11/24/2017,BOS,BOS43063,TRUE,ORL,ORL43063,11,2017,20,1,0,0,15,1,118,42,91,17,42,17,25,13,46,27,6,10,8,20,16,12,19,95,103
11/25/2017,BOS,BOS43064,TRUE,IND,IND43064,11,2017,21,0,1,1,10,1,108,45,80,10,25,8,9,4,30,22,8,4,14,13,10,18,15,78,98
11/27/2017,BOS,BOS43066,TRUE,DET,DET43066,11,2017,22,1,0,0,-10,0,108,40,77,16,33,12,21,5,36,27,2,4,17,23,8,8,23,85,118
11/30/2017,BOS,BOS43069,TRUE,PHI,PHI43069,11,2017,23,1,0,1,11,1,108,40,79,12,29,16,20,7,40,25,7,7,16,20,15,19,18,84,97
12/2/2017,BOS,BOS43071,TRUE,PHO,PHO43071,12,2017,24,1,0,0,5,1,116,42,80,14,31,18,23,4,31,32,8,6,9,16,16,10,11,101,111
12/4/2017,BOS,BOS43073,TRUE,MIL,MIL43073,12,2017,25,1,0,0,11,1,111,43,78,10,22,15,19,8,45,25,5,3,14,20,3,9,24,78,100
12/6/2017,BOS,BOS43075,TRUE,DAL,DAL43075,12,2017,26,1,0,0,7,1,97,36,87,12,34,13,17,9,53,25,8,8,11,15,6,9,17,86,90
12/8/2017,BOS,BOS43077,TRUE,SAS,SAS43077,12,2017,27,0,0,0,-3,0,102,38,83,11,38,15,17,11,39,14,10,0,14,22,14,13,24,81,105
12/10/2017,BOS,BOS43079,TRUE,DET,DET43079,12,2017,28,0,0,0,10,1,91,33,79,11,30,14,18,9,50,16,4,4,13,18,11,9,19,84,81
12/11/2017,BOS,BOS43080,TRUE,CHI,CHI43080,12,2017,29,0,1,0,-23,0,85,33,83,10,40,9,14,11,46,22,2,2,15,19,10,8,25,81,108
12/13/2017,BOS,BOS43082,TRUE,DEN,DEN43082,12,2017,30,1,0,1,6,1,124,47,79,11,25,19,24,4,30,29,10,7,13,20,20,15,26,91,118
12/15/2017,BOS,BOS43084,TRUE,UTA,UTA43084,12,2017,31,1,0,0,-12,0,95,35,86,9,31,16,19,2,31,20,10,5,8,18,9,15,18,83,107
12/16/2017,BOS,BOS43085,TRUE,MEM,MEM43085,12,2017,32,0,1,1,9,1,102,39,80,14,30,10,14,14,42,21,6,6,16,19,10,13,17,79,93
12/18/2017,BOS,BOS43087,TRUE,IND,IND43087,12,2017,33,0,0,1,1,1,112,44,79,16,26,8,14,6,38,26,6,4,19,31,9,12,38,79,111
12/20/2017,BOS,BOS43089,TRUE,MIA,MIA43089,12,2017,34,1,0,0,-1,0,89,30,80,13,32,16,21,5,44,18,5,5,10,22,6,12,25,75,90
12/21/2017,BOS,BOS43090,TRUE,NYK,NYK43090,12,2017,35,0,1,0,-9,0,93,33,86,13,38,14,19,9,35,17,11,1,10,20,11,17,26,79,102
12/23/2017,BOS,BOS43092,TRUE,CHI,CHI43092,12,2017,36,1,0,0,25,1,117,44,92,12,32,17,21,8,46,29,9,5,5,18,12,15,25,86,92
12/25/2017,BOS,BOS43094,TRUE,WAS,WAS43094,12,2017,37,1,0,0,-8,0,103,39,81,14,29,11,17,8,45,20,2,4,16,23,14,8,28,93,111
12/27/2017,BOS,BOS43096,TRUE,CHO,CHO43096,12,2017,38,0,0,0,11,1,102,37,78,15,34,13,13,6,43,20,4,7,15,20,19,11,29,87,91
12/28/2017,BOS,BOS43097,TRUE,HOU,HOU43097,12,2017,39,1,1,0,1,1,99,37,82,8,29,17,24,10,44,18,9,8,16,22,7,16,31,80,98
12/31/2017,BOS,BOS43100,TRUE,BRK,BRK43100,12,2017,40,1,0,0,3,1,108,39,79,14,33,16,25,8,50,21,7,8,17,22,11,9,19,95,105
1/3/2018,BOS,BOS43103,TRUE,CLE,CLE43103,1,2018,41,1,0,1,14,1,102,41,92,12,36,8,11,9,52,27,9,2,15,20,9,14,18,89,88
1/5/2018,BOS,BOS43105,TRUE,MIN,MIN43105,1,2018,42,1,0,0,7,1,91,38,94,6,36,9,13,17,56,24,6,4,10,22,9,12,28,76,84
1/6/2018,BOS,BOS43106,TRUE,BRK,BRK43106,1,2018,43,0,1,0,2,1,87,37,98,5,18,8,15,12,44,12,8,13,4,17,12,16,22,91,85
1/11/2018,BOS,BOS43111,TRUE,PHI,PHI43111,1,2018,44,0,0,0,11,1,114,43,89,13,35,15,19,11,46,24,11,2,18,18,3,19,18,82,103
1/16/2018,BOS,BOS43116,TRUE,NOP,NOP43116,1,2018,45,1,0,0,-3,0,113,40,101,19,50,14,16,12,53,27,7,3,18,24,13,15,25,100,116
1/18/2018,BOS,BOS43118,TRUE,PHI,PHI43118,1,2018,46,1,0,0,-9,0,80,30,74,7,29,13,17,3,31,13,7,5,19,20,8,22,17,73,89
1/21/2018,BOS,BOS43121,TRUE,ORL,ORL43121,1,2018,47,1,0,0,-8,0,95,37,85,8,27,13,14,11,44,22,6,9,15,18,13,10,16,92,103
1/23/2018,BOS,BOS43123,TRUE,LAL,LAL43123,1,2018,48,0,0,0,-1,0,107,42,90,15,44,8,10,7,42,22,3,5,11,25,14,10,36,91,108
1/24/2018,BOS,BOS43124,TRUE,LAC,LAC43124,1,2018,49,0,1,0,11,1,113,39,93,14,40,21,22,10,47,25,10,3,13,28,10,19,39,79,102
1/27/2018,BOS,BOS43127,TRUE,GSW,GSW43127,1,2018,50,0,0,0,-4,0,105,37,85,14,28,17,24,11,45,17,6,2,14,23,10,11,26,84,109
1/29/2018,BOS,BOS43129,TRUE,DEN,DEN43129,1,2018,51,0,0,0,1,1,111,43,91,17,36,8,10,10,40,28,4,6,9,19,15,10,21,93,110
1/31/2018,BOS,BOS43131,TRUE,NYK,NYK43131,1,2018,52,1,0,1,30,1,103,40,83,11,26,12,20,5,49,27,8,3,9,22,9,14,21,87,73
2/2/2018,BOS,BOS43133,TRUE,ATL,ATL43133,2,2018,53,1,0,0,9,1,119,45,89,11,24,18,20,7,42,26,8,3,11,23,4,12,34,80,110
2/4/2018,BOS,BOS43135,TRUE,POR,POR43135,2,2018,54,1,0,0,1,1,97,35,85,15,36,12,17,9,51,24,3,6,11,16,10,8,14,91,96
2/6/2018,BOS,BOS43137,TRUE,TOR,TOR43137,2,2018,55,0,0,0,-20,0,91,33,83,10,23,15,20,9,38,21,3,3,17,19,5,15,17,80,111
2/8/2018,BOS,BOS43139,TRUE,WAS,WAS43139,2,2018,56,0,0,0,6,1,110,39,84,9,26,23,34,7,45,16,9,6,18,20,17,20,20,95,104
2/9/2018,BOS,BOS43140,TRUE,IND,IND43140,2,2018,57,1,1,0,-6,0,91,34,89,7,27,16,20,12,38,16,5,8,10,21,13,13,22,83,97
2/11/2018,BOS,BOS43142,TRUE,CLE,CLE43142,2,2018,58,1,0,0,-22,0,99,36,89,10,38,17,22,13,43,22,3,4,14,14,5,11,20,84,121
2/14/2018,BOS,BOS43145,TRUE,LAC,LAC43145,2,2018,59,1,0,0,-10,0,119,42,97,15,31,20,21,11,46,24,4,7,8,31,7,7,33,88,129
2/23/2018,BOS,BOS43154,TRUE,DET,DET43154,2,2018,60,0,0,0,12,1,110,41,85,17,39,11,18,10,42,30,8,5,11,22,12,13,21,85,98
2/24/2018,BOS,BOS43155,TRUE,NYK,NYK43155,2,2018,61,0,1,0,9,1,121,42,93,13,33,24,28,11,45,21,11,5,11,15,13,14,20,96,112
2/26/2018,BOS,BOS43157,TRUE,MEM,MEM43157,2,2018,62,1,0,0,11,1,109,39,86,12,37,19,27,9,44,25,5,5,8,23,5,10,32,78,98
2/28/2018,BOS,BOS43159,TRUE,CHO,CHO43159,2,2018,63,1,0,1,28,1,134,54,87,12,20,14,15,4,47,31,3,4,10,20,9,7,22,91,106
3/3/2018,BOS,BOS43162,TRUE,HOU,HOU43162,3,2018,64,0,0,0,-3,0,120,44,91,13,24,19,21,10,38,22,6,3,13,21,10,10,30,87,123
3/5/2018,BOS,BOS43164,TRUE,CHI,CHI43164,3,2018,65,0,0,0,16,1,105,41,84,12,36,11,12,12,53,25,7,4,18,13,7,13,20,81,89
3/8/2018,BOS,BOS43167,TRUE,MIN,MIN43167,3,2018,66,0,0,0,8,1,117,43,87,11,32,20,27,9,46,28,7,2,11,17,13,12,13,94,109
3/11/2018,BOS,BOS43170,TRUE,IND,IND43170,3,2018,67,1,0,0,-2,0,97,34,81,12,37,17,21,10,42,26,10,5,16,13,6,18,10,81,99
3/14/2018,BOS,BOS43173,TRUE,WAS,WAS43173,3,2018,68,1,0,1,-1,0,124,48,99,12,26,16,23,10,44,30,9,5,17,22,13,19,28,97,125
3/16/2018,BOS,BOS43175,TRUE,ORL,ORL43175,3,2018,69,0,0,0,9,1,92,31,82,9,26,21,28,16,55,16,7,6,18,17,7,15,11,87,83
3/18/2018,BOS,BOS43177,TRUE,NOP,NOP43177,3,2018,70,0,0,1,-19,0,89,35,87,9,26,10,20,9,44,17,8,3,12,21,5,10,25,82,108
3/20/2018,BOS,BOS43179,TRUE,OKC,OKC43179,3,2018,71,1,0,0,1,1,100,36,87,13,36,15,16,11,52,22,6,5,17,24,8,13,29,85,99
3/23/2018,BOS,BOS43182,TRUE,POR,POR43182,3,2018,72,0,0,0,5,1,105,35,77,11,18,24,26,9,45,22,5,4,13,18,11,8,15,91,100
3/25/2018,BOS,BOS43184,TRUE,SAC,SAC43184,3,2018,73,0,0,0,11,1,104,40,72,12,22,12,17,3,35,23,9,2,15,11,7,14,10,82,93
3/26/2018,BOS,BOS43185,TRUE,PHO,PHO43185,3,2018,74,0,1,0,8,1,102,37,87,14,29,14,14,10,44,24,10,3,12,19,11,15,19,81,94
3/28/2018,BOS,BOS43187,TRUE,UTA,UTA43187,3,2018,75,0,0,0,3,1,97,35,79,12,21,15,20,11,42,20,11,2,16,18,12,16,21,82,94
3/31/2018,BOS,BOS43190,TRUE,TOR,TOR43190,3,2018,76,1,0,0,11,1,110,40,88,7,17,23,27,8,41,19,6,3,5,23,9,15,22,80,99
4/3/2018,BOS,BOS43193,TRUE,MIL,MIL43193,4,2018,77,0,0,0,-4,0,102,38,81,7,23,19,24,10,37,19,10,6,17,17,9,15,21,79,106
4/4/2018,BOS,BOS43194,TRUE,TOR,TOR43194,4,2018,78,0,1,1,-18,0,78,25,75,3,22,25,28,8,43,10,7,3,16,16,12,10,8,92,96
4/6/2018,BOS,BOS43196,TRUE,CHI,CHI43196,4,2018,79,1,0,0,7,1,111,45,81,14,34,7,17,6,46,35,9,7,18,15,9,17,17,86,104
4/8/2018,BOS,BOS43198,TRUE,ATL,ATL43198,4,2018,80,1,0,0,-6,0,106,42,82,9,23,13,20,10,41,33,9,6,12,18,5,13,14,86,112
4/10/2018,BOS,BOS43200,TRUE,WAS,WAS43200,4,2018,81,0,0,0,-12,0,101,33,87,13,33,22,27,13,44,22,14,1,16,18,10,20,20,83,113
4/11/2018,BOS,BOS43201,TRUE,BRK,BRK43201,4,2018,82,1,1,0,13,1,110,46,102,6,24,12,15,20,62,22,6,6,13,14,10,15,16,91,97
10/29/2014,BRK,BRK41941,,BOS,BOS41941,10,2014,1,0,0,0,-16,0,105,39,80,7,19,20,26,9,39,20,6,7,20,21,9,12,23,88,121
11/1/2014,BRK,BRK41944,,DET,DET41944,11,2014,2,0,0,0,12,1,102,42,87,7,26,11,13,12,48,18,3,3,8,23,10,7,35,76,90
11/3/2014,BRK,BRK41946,,OKC,OKC41946,11,2014,3,1,0,0,31,1,116,44,84,11,23,17,19,9,42,25,11,3,8,21,15,17,21,82,85
11/5/2014,BRK,BRK41948,,MIN,MIN41948,11,2014,4,1,0,0,-7,0,91,36,82,8,21,11,17,7,42,17,6,5,18,22,13,11,22,90,98
11/7/2014,BRK,BRK41950,,NYK,NYK41950,11,2014,5,1,0,0,11,1,110,38,74,14,24,20,26,7,42,18,6,6,16,24,15,14,21,90,99
11/9/2014,BRK,BRK41952,,ORL,ORL41952,11,2014,6,1,0,0,8,1,104,40,83,4,14,20,23,14,45,23,10,5,14,21,5,17,16,75,96
11/12/2014,BRK,BRK41955,,PHO,PHO41955,11,2014,7,0,0,0,-8,0,104,35,74,9,21,25,32,8,37,17,9,4,19,25,12,20,29,81,112
11/13/2014,BRK,BRK41956,,GSW,GSW41956,11,2014,8,0,1,0,-8,0,99,39,89,3,16,18,20,7,41,19,5,2,12,22,14,10,21,90,107
11/15/2014,BRK,BRK41958,,POR,POR41958,11,2014,9,0,0,0,-10,0,87,35,89,1,19,16,17,12,43,15,7,2,9,24,13,14,27,78,97
11/17/2014,BRK,BRK41960,,MIA,MIA41960,11,2014,10,1,0,1,-12,0,83,29,70,9,23,16,26,11,35,18,10,5,12,19,10,14,27,72,95
11/19/2014,BRK,BRK41962,TRUE,MIL,MIL41962,11,2014,11,1,0,1,-4,0,118,44,92,9,31,21,29,10,49,26,7,6,20,25,16,13,28,108,122
11/21/2014,BRK,BRK41964,TRUE,OKC,OKC41964,11,2014,12,0,0,0,2,1,94,31,67,5,15,27,30,10,38,17,2,6,18,17,13,13,19,85,92
11/22/2014,BRK,BRK41965,TRUE,SAS,SAS41965,11,2014,13,0,1,1,-12,0,87,34,91,9,27,10,10,13,44,24,5,5,11,14,6,14,11,79,99
11/26/2014,BRK,BRK41969,TRUE,PHI,PHI41969,11,2014,14,0,0,0,8,1,99,35,71,8,24,21,28,4,40,25,10,7,24,19,13,20,17,85,91
11/30/2014,BRK,BRK41973,TRUE,CHI,CHI41973,11,2014,15,1,0,0,-18,0,84,32,86,2,14,18,24,7,34,16,9,0,10,25,7,19,34,69,102
12/2/2014,BRK,BRK41975,TRUE,NYK,NYK41975,12,2014,16,0,0,0,5,1,98,39,89,6,17,14,20,21,49,22,7,5,14,20,13,14,14,81,93
12/3/2014,BRK,BRK41976,TRUE,SAS,SAS41976,12,2014,17,1,1,0,2,1,95,37,90,9,19,12,18,9,54,20,2,2,10,10,18,8,12,101,93
12/5/2014,BRK,BRK41978,TRUE,ATL,ATL41978,12,2014,18,1,0,0,-23,0,75,30,80,3,18,12,19,9,51,16,4,2,17,21,6,10,24,81,98
12/8/2014,BRK,BRK41981,TRUE,CLE,CLE41981,12,2014,19,1,0,0,-22,0,88,36,81,4,19,12,19,10,33,25,6,2,12,18,20,13,22,90,110
12/10/2014,BRK,BRK41983,TRUE,CHI,CHI41983,12,2014,20,0,0,0,-25,0,80,29,88,3,14,19,24,15,44,16,9,5,11,25,15,15,32,79,105
12/12/2014,BRK,BRK41985,TRUE,PHI,PHI41985,12,2014,21,1,0,0,18,1,88,36,81,5,20,11,17,13,47,25,16,5,17,15,10,23,20,69,70
12/13/2014,BRK,BRK41986,TRUE,CHO,CHO41986,12,2014,22,0,1,1,27,1,114,42,72,16,23,14,20,4,43,29,4,4,13,24,9,6,27,79,87
12/16/2014,BRK,BRK41989,TRUE,MIA,MIA41989,12,2014,23,1,0,0,-4,0,91,30,77,8,28,23,32,11,37,25,9,2,17,26,7,18,26,72,95
12/17/2014,BRK,BRK41990,TRUE,TOR,TOR41990,12,2014,24,0,1,0,-16,0,89,35,81,9,27,10,22,14,43,20,3,8,13,16,11,9,19,80,105
12/19/2014,BRK,BRK41992,TRUE,CLE,CLE41992,12,2014,25,0,0,0,-4,0,91,37,78,9,24,8,12,4,37,23,8,8,16,26,11,16,29,77,95
12/21/2014,BRK,BRK41994,TRUE,DET,DET41994,12,2014,26,1,0,0,5,1,110,40,76,8,20,22,29,3,37,29,9,4,15,18,18,13,26,91,105
12/23/2014,BRK,BRK41996,TRUE,DEN,DEN41996,12,2014,27,1,0,1,6,1,102,43,91,6,23,10,14,12,39,21,10,3,9,19,14,18,22,82,96
12/26/2014,BRK,BRK41999,TRUE,BOS,BOS41999,12,2014,28,0,0,0,2,1,109,41,83,7,21,20,28,13,43,19,9,3,15,10,5,14,11,87,107
12/27/2014,BRK,BRK42000,TRUE,IND,IND42000,12,2014,29,1,1,1,-25,0,85,28,77,7,25,22,27,5,35,15,2,4,15,20,7,10,18,86,110
12/29/2014,BRK,BRK42002,TRUE,SAC,SAC42002,12,2014,30,1,0,0,8,1,107,36,80,8,21,27,39,14,40,20,12,3,9,18,11,21,20,76,99
12/30/2014,BRK,BRK42003,TRUE,CHI,CHI42003,12,2014,31,0,1,1,14,1,96,36,83,6,14,18,21,10,46,21,9,5,10,17,13,12,15,86,82
1/2/2015,BRK,BRK42006,TRUE,ORL,ORL42006,1,2015,32,0,0,0,2,1,100,41,72,7,20,11,18,4,45,26,7,5,22,16,8,11,20,88,98
1/4/2015,BRK,BRK42008,TRUE,MIA,MIA42008,1,2015,33,0,0,1,-4,0,84,34,86,7,24,9,13,10,38,18,9,6,11,23,8,14,28,67,88
1/5/2015,BRK,BRK42009,TRUE,DAL,DAL42009,1,2015,34,1,1,1,-8,0,88,33,84,3,25,19,23,7,52,20,5,7,14,21,14,10,19,94,96
1/7/2015,BRK,BRK42011,TRUE,BOS,BOS42011,1,2015,35,1,0,0,-8,0,81,30,74,3,14,18,26,11,50,18,3,6,17,18,11,6,17,88,89
1/9/2015,BRK,BRK42013,TRUE,PHI,PHI42013,1,2015,36,1,0,0,-2,0,88,33,73,3,16,19,27,9,42,21,8,3,17,19,11,14,17,79,90
1/10/2015,BRK,BRK42014,TRUE,DET,DET42014,1,2015,37,0,1,1,-5,0,93,37,88,9,31,10,10,9,46,25,6,2,13,23,9,10,26,80,98
1/12/2015,BRK,BRK42016,TRUE,HOU,HOU42016,1,2015,38,1,0,0,-14,0,99,39,84,5,21,16,18,11,41,18,7,4,16,18,12,14,20,86,113
