Date,Team,Tm.Id,RA_ROW,Opponent,Opp.Id,Month,Year,Game,Home,B2B,Opp.B2B,Diff,Win,PTS,FGM,FGA,3PM,3PA,FTM,FTA,ORB,TRB,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.ORB,Opp.Turnovers,Opp.FTA,Opp.FGA,Opp.PTS
12/21/2014,MIN,MIN41994,TRUE,IND,IND41994,12,2014,26,1,0,1,-4,0,96,36,77,5,11,19,24,9,43,23,8,1,16,19,8,13,14,84,100
12/23/2014,MIN,MIN41996,TRUE,CLE,CLE41996,12,2014,27,0,0,0,-21,0,104,39,88,4,13,22,29,16,40,25,13,9,18,23,12,17,31,84,125
12/26/2014,MIN,MIN41999,TRUE,DEN,DEN41999,12,2014,28,0,0,0,-4,0,102,41,103,3,15,17,24,14,44,29,5,9,7,24,22,18,32,95,106
12/27/2014,MIN,MIN42000,TRUE,GSW,GSW42000,12,2014,29,0,1,0,-13,0,97,34,77,8,19,21,36,13,47,29,10,5,24,18,9,16,21,88,110
12/30/2014,MIN,MIN42003,TRUE,UTA,UTA42003,12,2014,30,0,0,1,-6,0,94,38,82,8,17,10,14,8,34,26,7,4,10,23,11,13,22,79,100
1/1/2015,MIN,MIN42005,TRUE,SAC,SAC42005,1,2015,31,1,0,1,-3,0,107,42,91,7,24,16,22,15,38,22,12,6,14,24,10,20,29,74,110
1/3/2015,MIN,MIN42007,TRUE,UTA,UTA42007,1,2015,32,1,0,1,-12,0,89,34,86,6,19,15,18,14,37,17,8,5,8,15,11,12,21,75,101
1/5/2015,MIN,MIN42009,TRUE,DEN,DEN42009,1,2015,33,1,0,0,-9,0,101,38,89,10,24,15,18,15,42,21,7,4,12,17,9,12,16,84,110
1/7/2015,MIN,MIN42011,TRUE,PHO,PHO42011,1,2015,34,1,0,1,-2,0,111,44,92,7,17,16,19,16,46,30,8,3,19,17,14,13,19,96,113
1/9/2015,MIN,MIN42013,TRUE,MIL,MIL42013,1,2015,35,0,0,0,-14,0,84,32,79,6,22,14,17,13,40,22,13,3,19,14,9,22,10,75,98
1/10/2015,MIN,MIN42014,TRUE,SAS,SAS42014,1,2015,36,1,1,1,-15,0,93,32,81,3,15,26,26,7,42,17,7,4,13,18,9,11,20,84,108
1/13/2015,MIN,MIN42017,TRUE,IND,IND42017,1,2015,37,0,0,0,9,1,110,41,87,10,20,18,19,7,34,22,11,3,15,23,10,17,30,80,101
1/16/2015,MIN,MIN42020,TRUE,PHO,PHO42020,1,2015,38,0,0,0,-11,0,99,42,91,8,22,7,12,13,36,26,6,3,10,14,15,16,11,87,110
1/17/2015,MIN,MIN42021,TRUE,DEN,DEN42021,1,2015,39,0,1,1,8,1,113,43,80,8,19,19,21,8,43,24,6,5,15,18,13,10,22,92,105
1/19/2015,MIN,MIN42023,TRUE,CHO,CHO42023,1,2015,40,0,0,0,-25,0,80,29,80,6,19,16,20,10,42,16,7,6,16,20,10,10,19,89,105
1/21/2015,MIN,MIN42025,TRUE,DAL,DAL42025,1,2015,41,1,0,0,-23,0,75,31,89,2,15,11,15,16,43,22,6,1,10,11,6,10,14,76,98
1/23/2015,MIN,MIN42027,TRUE,NOP,NOP42027,1,2015,42,1,0,0,-8,0,84,35,84,2,9,12,17,9,38,27,3,4,13,18,6,13,14,80,92
1/25/2015,MIN,MIN42029,TRUE,ATL,ATL42029,1,2015,43,0,0,0,-12,0,100,37,71,6,16,20,25,11,37,24,4,2,13,18,8,10,18,80,112
1/26/2015,MIN,MIN42030,TRUE,OKC,OKC42030,1,2015,44,0,1,1,-8,0,84,29,85,2,13,24,32,15,50,13,9,5,13,17,14,15,24,86,92
1/28/2015,MIN,MIN42032,TRUE,BOS,BOS42032,1,2015,45,1,0,0,12,1,110,38,77,6,16,28,32,6,45,18,6,4,11,11,9,13,9,91,98
1/30/2015,MIN,MIN42034,TRUE,PHI,PHI42034,1,2015,46,0,0,0,-9,0,94,34,76,5,14,21,25,11,38,24,8,4,21,18,7,14,25,74,103
1/31/2015,MIN,MIN42035,TRUE,CLE,CLE42035,1,2015,47,1,1,1,-16,0,90,34,82,6,13,16,21,12,35,19,6,1,12,14,18,13,19,87,106
2/2/2015,MIN,MIN42037,TRUE,DAL,DAL42037,2,2015,48,0,0,0,-6,0,94,34,82,3,13,23,26,16,47,18,10,2,15,22,12,15,18,84,100
2/4/2015,MIN,MIN42039,TRUE,MIA,MIA42039,2,2015,49,1,0,1,1,1,102,37,72,6,11,22,27,3,32,27,10,3,14,24,15,18,24,80,101
2/6/2015,MIN,MIN42041,TRUE,MEM,MEM42041,2,2015,50,1,0,0,1,1,90,35,81,5,17,15,17,12,43,17,8,1,16,21,2,18,20,69,89
2/8/2015,MIN,MIN42043,TRUE,DET,DET42043,2,2015,51,0,0,0,11,1,112,39,76,5,12,29,34,9,40,26,6,1,15,20,12,15,22,79,101
2/9/2015,MIN,MIN42044,TRUE,ATL,ATL42044,2,2015,52,1,1,1,-12,0,105,42,93,5,16,16,22,23,50,24,6,8,16,19,10,10,20,86,117
2/11/2015,MIN,MIN42046,TRUE,GSW,GSW42046,2,2015,53,1,0,0,-3,0,91,33,86,5,14,20,27,11,50,18,7,2,12,14,10,15,9,90,94
2/20/2015,MIN,MIN42055,TRUE,PHO,PHO42055,2,2015,54,1,0,0,2,1,111,40,86,4,15,27,38,17,51,24,7,7,14,28,17,13,31,89,109
2/23/2015,MIN,MIN42058,TRUE,HOU,HOU42058,2,2015,55,0,0,0,-11,0,102,31,93,5,18,35,39,20,58,17,9,3,20,22,22,16,34,94,113
2/25/2015,MIN,MIN42060,TRUE,WAS,WAS42060,2,2015,56,1,0,1,20,1,97,35,81,4,13,23,28,10,53,17,10,4,16,15,10,19,8,87,77
2/27/2015,MIN,MIN42062,TRUE,CHI,CHI42062,2,2015,57,0,0,0,-7,0,89,33,77,2,14,21,31,10,45,17,7,2,11,18,22,9,16,96,96
2/28/2015,MIN,MIN42063,TRUE,MEM,MEM42063,2,2015,58,1,1,1,-4,0,97,34,88,7,19,22,27,16,35,22,12,1,12,22,6,24,29,64,101
3/2/2015,MIN,MIN42065,TRUE,LAC,LAC42065,3,2015,59,1,0,1,-5,0,105,36,82,4,15,29,35,8,47,25,6,4,11,22,9,11,19,92,110
3/4/2015,MIN,MIN42067,TRUE,DEN,DEN42067,3,2015,60,1,0,1,-15,0,85,32,82,3,18,18,25,12,43,18,7,5,12,16,14,13,10,92,100
3/7/2015,MIN,MIN42070,TRUE,POR,POR42070,3,2015,61,1,0,0,8,1,121,46,85,4,7,25,31,10,45,26,7,3,6,15,9,10,17,88,113
3/9/2015,MIN,MIN42072,TRUE,LAC,LAC42072,3,2015,62,0,0,1,-13,0,76,31,83,2,8,12,21,12,50,25,12,2,15,19,9,15,15,79,89
3/11/2015,MIN,MIN42074,TRUE,PHO,PHO42074,3,2015,63,0,0,0,-9,0,97,36,81,1,13,24,26,12,34,19,5,2,10,16,16,16,13,90,106
3/13/2015,MIN,MIN42076,TRUE,OKC,OKC42076,3,2015,64,0,0,0,-14,0,99,34,78,3,12,28,31,13,42,20,8,6,20,18,19,16,14,101,113
3/15/2015,MIN,MIN42078,TRUE,SAS,SAS42078,3,2015,65,0,0,0,-26,0,97,38,86,7,15,14,18,11,40,25,8,2,15,20,6,14,15,84,123
3/16/2015,MIN,MIN42079,TRUE,BRK,BRK42079,3,2015,66,1,1,0,-16,0,106,41,88,9,15,15,17,13,36,27,6,7,16,15,13,14,17,90,122
3/18/2015,MIN,MIN42081,TRUE,TOR,TOR42081,3,2015,67,0,0,0,-5,0,100,42,87,6,17,10,15,12,45,21,7,4,18,20,8,12,27,79,105
3/19/2015,MIN,MIN42082,TRUE,NYK,NYK42082,3,2015,68,0,1,0,3,1,95,34,83,2,12,25,30,11,43,12,10,8,16,12,12,15,10,97,92
3/22/2015,MIN,MIN42085,TRUE,CHO,CHO42085,3,2015,69,1,0,0,-11,0,98,41,74,4,11,12,16,3,32,24,5,1,13,17,13,7,16,89,109
3/23/2015,MIN,MIN42086,TRUE,UTA,UTA42086,3,2015,70,0,1,0,2,1,106,37,78,12,19,20,25,11,37,19,10,4,19,23,21,17,31,87,104
3/25/2015,MIN,MIN42088,TRUE,LAL,LAL42088,3,2015,71,1,0,1,-2,0,99,33,78,6,22,27,30,9,40,14,8,5,17,16,14,16,18,92,101
3/27/2015,MIN,MIN42090,TRUE,HOU,HOU42090,3,2015,72,0,0,0,-10,0,110,37,76,6,14,30,34,6,31,26,6,1,13,13,13,17,17,83,120
3/29/2015,MIN,MIN42092,TRUE,NOP,NOP42092,3,2015,73,0,0,0,-22,0,88,32,75,2,12,22,24,12,39,17,5,4,21,17,7,14,24,75,110
3/30/2015,MIN,MIN42093,TRUE,UTA,UTA42093,3,2015,74,1,1,0,-20,0,84,28,76,6,16,22,27,10,34,21,5,4,12,17,14,12,18,82,104
4/1/2015,MIN,MIN42095,TRUE,TOR,TOR42095,4,2015,75,1,0,0,-14,0,99,41,77,5,14,12,19,7,32,21,7,5,13,14,8,12,23,76,113
4/3/2015,MIN,MIN42097,TRUE,ORL,ORL42097,4,2015,76,1,0,0,-13,0,84,29,64,1,11,25,32,3,30,15,8,6,20,17,20,19,17,92,97
4/7/2015,MIN,MIN42101,TRUE,SAC,SAC42101,4,2015,77,0,0,0,-5,0,111,45,93,6,19,15,21,9,36,29,6,4,10,24,13,14,34,80,116
4/8/2015,MIN,MIN42102,TRUE,POR,POR42102,4,2015,78,0,1,0,-25,0,91,32,85,3,11,24,29,10,35,16,12,2,11,17,12,15,23,85,116
4/10/2015,MIN,MIN42104,TRUE,LAL,LAL42104,4,2015,79,0,0,0,-8,0,98,32,74,3,15,31,34,9,39,17,7,3,12,20,14,12,24,83,106
4/11/2015,MIN,MIN42105,TRUE,GSW,GSW42105,4,2015,80,0,1,0,-9,0,101,35,79,11,24,20,26,8,40,27,9,4,15,22,13,12,21,93,110
4/13/2015,MIN,MIN42107,TRUE,NOP,NOP42107,4,2015,81,1,0,1,-12,0,88,31,78,4,14,22,28,8,43,19,1,10,11,22,10,9,24,84,100
4/15/2015,MIN,MIN42109,TRUE,OKC,OKC42109,4,2015,82,1,0,0,-25,0,113,39,84,6,19,29,35,14,39,22,12,4,16,23,18,13,31,95,138
10/28/2015,MIN,MIN42305,,LAL,LAL42305,10,2015,1,0,0,0,1,1,112,38,83,5,20,31,37,6,39,24,3,4,8,26,12,13,35,90,111
10/30/2015,MIN,MIN42307,,DEN,DEN42307,10,2015,2,0,0,0,17,1,95,30,71,2,11,33,41,7,49,18,7,6,17,24,17,14,20,95,78
11/2/2015,MIN,MIN42310,,POR,POR42310,11,2015,3,1,0,0,-5,0,101,34,79,3,13,30,39,8,41,22,10,4,15,22,11,16,20,89,106
11/5/2015,MIN,MIN42313,,MIA,MIA42313,11,2015,4,1,0,0,-12,0,84,30,85,4,12,20,22,10,44,16,7,6,16,27,7,16,25,76,96
11/7/2015,MIN,MIN42315,,CHI,CHI42315,11,2015,5,0,0,0,9,1,102,39,96,7,16,17,27,14,58,26,8,7,15,23,10,18,23,93,93
11/9/2015,MIN,MIN42317,,ATL,ATL42317,11,2015,6,0,0,0,10,1,117,46,80,7,15,18,22,8,40,27,10,5,19,18,4,17,7,86,107
11/10/2015,MIN,MIN42318,,CHO,CHO42318,11,2015,7,1,1,0,-9,0,95,36,80,9,19,14,19,10,48,25,6,4,22,21,4,16,27,78,104
11/12/2015,MIN,MIN42320,,GSW,GSW42320,11,2015,8,1,0,1,-13,0,116,43,87,3,9,27,36,15,47,21,4,1,13,18,6,11,16,89,129
11/13/2015,MIN,MIN42321,,IND,IND42321,11,2015,9,0,1,0,-4,0,103,42,83,7,20,12,13,8,39,16,5,0,15,19,12,11,23,86,107
11/15/2015,MIN,MIN42323,,MEM,MEM42323,11,2015,10,1,0,0,-8,0,106,41,82,5,16,19,21,9,33,20,10,2,12,24,4,15,27,71,114
11/17/2015,MIN,MIN42325,TRUE,MIA,MIA42325,11,2015,11,0,0,0,12,1,103,36,97,4,21,27,35,15,54,14,12,5,8,26,10,22,30,79,91
11/18/2015,MIN,MIN42326,TRUE,ORL,ORL42326,11,2015,12,0,1,0,-3,0,101,36,85,4,18,25,30,11,57,21,4,13,14,23,20,9,21,110,104
11/20/2015,MIN,MIN42328,TRUE,DET,DET42328,11,2015,13,1,0,0,-10,0,86,33,77,3,13,17,25,6,40,17,7,4,17,19,8,14,13,87,96
11/23/2015,MIN,MIN42331,TRUE,PHI,PHI42331,11,2015,14,1,0,0,5,1,100,36,78,3,12,25,27,8,41,20,8,7,17,25,11,19,27,78,95
11/25/2015,MIN,MIN42333,TRUE,ATL,ATL42333,11,2015,15,1,0,1,4,1,99,34,82,9,21,22,29,7,45,22,9,4,11,23,15,14,35,82,95
11/27/2015,MIN,MIN42335,TRUE,SAC,SAC42335,11,2015,16,0,0,0,10,1,101,37,77,9,25,18,19,12,46,20,4,3,17,19,12,15,15,86,91
11/29/2015,MIN,MIN42337,TRUE,LAC,LAC42337,11,2015,17,0,0,0,-8,0,99,37,82,8,16,17,21,7,39,21,7,3,13,27,7,13,33,75,107
12/1/2015,MIN,MIN42339,TRUE,ORL,ORL42339,12,2015,18,1,0,0,-3,0,93,29,77,4,19,31,38,12,46,14,7,11,13,20,11,13,20,86,96
12/5/2015,MIN,MIN42343,TRUE,POR,POR42343,12,2015,19,1,0,0,-6,0,103,38,83,5,15,22,26,13,45,24,3,4,14,24,8,14,30,77,109
12/7/2015,MIN,MIN42345,TRUE,LAC,LAC42345,12,2015,20,1,0,0,-4,0,106,36,82,7,18,27,35,11,46,18,10,3,18,29,13,17,29,86,110
12/9/2015,MIN,MIN42347,TRUE,LAL,LAL42347,12,2015,21,1,0,0,1,1,123,46,93,7,19,24,31,14,47,30,4,4,14,20,9,9,27,93,122
12/11/2015,MIN,MIN42349,TRUE,DEN,DEN42349,12,2015,22,0,0,0,-3,0,108,38,87,7,19,25,29,8,43,22,5,8,10,27,8,12,33,86,111
12/13/2015,MIN,MIN42351,TRUE,PHO,PHO42351,12,2015,23,0,0,0,-7,0,101,33,73,8,19,27,34,9,38,22,7,4,24,26,12,14,24,87,108
12/15/2015,MIN,MIN42353,TRUE,DEN,DEN42353,12,2015,24,1,0,1,-12,0,100,36,77,4,10,24,31,10,31,21,6,6,9,24,10,14,27,73,112
12/16/2015,MIN,MIN42354,TRUE,NYK,NYK42354,12,2015,25,0,1,0,-5,0,102,42,101,4,21,14,14,16,50,21,12,2,7,23,14,14,30,85,107
12/18/2015,MIN,MIN42356,TRUE,SAC,SAC42356,12,2015,26,1,0,0,4,1,99,39,82,6,18,15,16,14,49,25,2,6,18,19,8,12,17,81,95
12/20/2015,MIN,MIN42358,TRUE,BRK,BRK42358,12,2015,27,0,0,0,15,1,100,38,80,3,12,21,24,7,46,29,12,5,13,21,6,14,20,78,85
12/21/2015,MIN,MIN42359,TRUE,BOS,BOS42359,12,2015,28,0,1,0,-14,0,99,36,79,2,13,25,32,6,36,20,9,6,12,19,12,16,16,89,113
12/23/2015,MIN,MIN42361,TRUE,SAS,SAS42361,12,2015,29,1,0,0,-25,0,83,30,72,3,10,20,25,8,31,19,5,2,13,17,14,15,14,82,108
12/26/2015,MIN,MIN42364,TRUE,IND,IND42364,12,2015,30,1,0,0,-14,0,88,35,75,4,12,14,18,9,33,22,14,2,21,16,10,21,14,80,102
12/28/2015,MIN,MIN42366,TRUE,SAS,SAS42366,12,2015,31,0,0,0,-6,0,95,39,82,3,11,14,24,6,32,25,12,4,15,29,5,16,28,72,101
12/30/2015,MIN,MIN42368,TRUE,UTA,UTA42368,12,2015,32,1,0,0,14,1,94,36,77,5,10,17,27,13,47,27,13,3,10,16,15,19,20,80,80
12/31/2015,MIN,MIN42369,TRUE,DET,DET42369,12,2015,33,0,1,0,-25,0,90,35,86,5,14,15,19,6,36,22,9,3,15,24,12,16,28,86,115
1/2/2016,MIN,MIN42371,TRUE,MIL,MIL42371,1,2016,34,1,0,0,-10,0,85,33,84,3,14,16,24,16,47,19,10,6,16,18,11,13,28,75,95
1/4/2016,MIN,MIN42373,TRUE,PHI,PHI42373,1,2016,35,0,0,0,-10,0,99,39,73,2,5,19,24,6,27,26,11,4,16,18,12,16,14,87,109
1/6/2016,MIN,MIN42375,TRUE,DEN,DEN42375,1,2016,36,1,0,0,-4,0,74,28,73,3,11,15,20,8,40,23,5,5,9,19,13,11,17,81,78
1/8/2016,MIN,MIN42377,TRUE,CLE,CLE42377,1,2016,37,1,0,0,-26,0,99,36,79,7,16,20,26,7,33,24,8,2,12,21,10,11,29,81,125
1/10/2016,MIN,MIN42379,TRUE,DAL,DAL42379,1,2016,38,1,0,0,-6,0,87,33,79,4,16,17,22,11,38,23,8,2,16,25,11,13,21,77,93
1/12/2016,MIN,MIN42381,TRUE,OKC,OKC42381,1,2016,39,1,0,0,-5,0,96,36,81,7,18,17,23,11,45,22,7,6,18,15,8,16,18,84,101
1/13/2016,MIN,MIN42382,TRUE,HOU,HOU42382,1,2016,40,0,1,1,-3,0,104,36,78,8,17,24,30,14,43,25,11,1,20,27,8,16,38,75,107
1/15/2016,MIN,MIN42384,TRUE,OKC,OKC42384,1,2016,41,0,0,0,-20,0,93,34,85,5,12,20,23,16,45,15,3,2,12,19,12,6,22,89,113
1/17/2016,MIN,MIN42386,TRUE,PHO,PHO42386,1,2016,42,1,0,0,30,1,117,39,69,7,18,32,40,8,41,23,11,7,15,25,9,15,25,81,87
1/19/2016,MIN,MIN42388,TRUE,NOP,NOP42388,1,2016,43,0,0,1,-15,0,99,36,76,3,14,24,31,12,39,18,10,7,16,21,12,15,23,83,114
1/20/2016,MIN,MIN42389,TRUE,DAL,DAL42389,1,2016,44,0,1,0,-12,0,94,40,91,5,23,9,11,10,52,26,4,9,17,21,9,11,22,97,106
1/23/2016,MIN,MIN42392,TRUE,MEM,MEM42392,1,2016,45,1,0,0,5,1,106,34,68,5,17,33,36,8,38,26,7,5,15,21,10,13,22,79,101
1/25/2016,MIN,MIN42394,TRUE,CLE,CLE42394,1,2016,46,0,0,0,-7,0,107,41,84,4,16,21,23,8,38,28,10,2,10,24,12,15,20,89,114
1/27/2016,MIN,MIN42396,TRUE,OKC,OKC42396,1,2016,47,1,0,1,-3,0,123,50,90,5,14,18,28,12,35,31,6,4,8,16,15,12,21,91,126
1/29/2016,MIN,MIN42398,TRUE,UTA,UTA42398,1,2016,48,0,0,0,-13,0,90,35,75,2,10,18,26,13,38,17,9,2,14,13,10,13,16,76,103
1/31/2016,MIN,MIN42400,TRUE,POR,POR42400,1,2016,49,0,0,0,-3,0,93,35,80,4,16,19,28,15,49,20,10,4,16,23,8,13,30,76,96
2/2/2016,MIN,MIN42402,TRUE,LAL,LAL42402,2,2016,50,0,0,0,-4,0,115,46,80,4,17,19,25,8,33,36,6,4,15,21,7,9,35,80,119
2/3/2016,MIN,MIN42403,TRUE,LAC,LAC42403,2,2016,51,0,1,0,6,1,108,39,77,8,17,22,26,10,42,24,6,3,15,24,11,13,34,75,102
2/6/2016,MIN,MIN42406,TRUE,CHI,CHI42406,2,2016,52,1,0,1,7,1,112,45,87,1,12,21,22,14,45,24,7,4,9,15,9,11,19,85,105
2/8/2016,MIN,MIN42408,TRUE,NOP,NOP42408,2,2016,53,1,0,0,-14,0,102,36,81,2,12,28,35,11,50,24,0,9,12,23,9,4,20,97,116
2/10/2016,MIN,MIN42410,TRUE,TOR,TOR42410,2,2016,54,1,0,0,5,1,117,35,76,4,14,43,53,12,45,22,5,6,7,21,11,6,32,86,112
2/19/2016,MIN,MIN42419,TRUE,MEM,MEM42419,2,2016,55,0,0,0,-5,0,104,31,75,11,26,31,31,11,42,25,7,6,20,25,11,14,28,82,109
2/20/2016,MIN,MIN42420,TRUE,NYK,NYK42420,2,2016,56,1,1,1,-8,0,95,36,84,5,12,18,25,7,31,24,9,6,7,11,11,16,16,83,103
2/22/2016,MIN,MIN42422,TRUE,BOS,BOS42422,2,2016,57,1,0,1,2,1,124,43,83,8,15,30,40,15,51,24,5,6,17,17,10,11,17,101,122
2/24/2016,MIN,MIN42424,TRUE,TOR,TOR42424,2,2016,58,0,0,0,-9,0,105,37,74,6,10,25,33,11,36,25,8,4,15,22,13,12,26,85,114
2/27/2016,MIN,MIN42427,TRUE,NOP,NOP42427,2,2016,59,0,0,0,2,1,112,42,84,5,15,23,30,7,44,28,9,5,11,21,7,15,26,84,110
2/28/2016,MIN,MIN42428,TRUE,DAL,DAL42428,2,2016,60,0,1,0,-27,0,101,34,90,7,23,26,37,23,53,19,5,3,15,17,8,8,21,89,128
3/2/2016,MIN,MIN42431,TRUE,WAS,WAS42431,3,2016,61,1,0,0,-6,0,98,32,75,5,14,29,34,9,45,17,8,2,19,20,5,17,13,84,104
3/4/2016,MIN,MIN42433,TRUE,MIL,MIL42433,3,2016,62,0,0,0,-15,0,101,42,87,7,22,10,14,15,43,25,9,5,25,22,9,18,20,83,116
3/5/2016,MIN,MIN42434,TRUE,BRK,BRK42434,3,2016,63,1,1,1,14,1,132,52,76,10,18,18,22,4,30,36,8,8,12,26,17,15,26,92,118
3/7/2016,MIN,MIN42436,TRUE,CHO,CHO42436,3,2016,64,0,0,0,-5,0,103,39,80,4,15,21,24,5,43,22,10,6,15,19,6,13,17,90,108
3/8/2016,MIN,MIN42437,TRUE,SAS,SAS42437,3,2016,65,1,1,1,-25,0,91,36,79,4,15,15,19,7,35,18,5,2,15,17,9,9,19,85,116
3/11/2016,MIN,MIN42440,TRUE,OKC,OKC42440,3,2016,66,0,0,0,3,1,99,37,86,7,21,18,21,6,37,22,12,7,12,23,16,24,25,84,96
3/14/2016,MIN,MIN42443,TRUE,PHO,PHO42443,3,2016,67,0,0,0,-3,0,104,37,84,4,16,26,30,6,36,25,13,4,16,20,19,23,20,95,107
3/16/2016,MIN,MIN42445,TRUE,MEM,MEM42445,3,2016,68,0,0,0,6,1,114,40,71,10,21,24,31,7,33,31,5,8,13,20,27,10,21,100,108
3/18/2016,MIN,MIN42447,TRUE,HOU,HOU42447,3,2016,69,0,0,0,-5,0,111,43,85,6,16,19,24,11,35,30,14,4,12,14,13,17,14,85,116
3/21/2016,MIN,MIN42450,TRUE,GSW,GSW42450,3,2016,70,1,0,0,-5,0,104,36,82,7,19,25,30,10,37,26,8,5,15,20,13,16,24,87,109
3/23/2016,MIN,MIN42452,TRUE,SAC,SAC42452,3,2016,71,1,0,0,9,1,113,45,80,5,13,18,32,9,43,29,8,6,17,18,14,17,23,91,104
3/25/2016,MIN,MIN42454,TRUE,WAS,WAS42454,3,2016,72,0,0,0,3,1,132,51,96,8,26,22,22,8,42,33,9,2,14,22,13,14,23,100,129
3/26/2016,MIN,MIN42455,TRUE,UTA,UTA42455,3,2016,73,1,1,0,-9,0,84,32,84,4,11,16,19,9,41,18,9,4,10,13,7,12,7,83,93
3/28/2016,MIN,MIN42457,TRUE,PHO,PHO42457,3,2016,74,1,0,0,5,1,121,41,81,7,26,32,40,11,41,22,10,3,18,18,7,21,23,84,116
3/30/2016,MIN,MIN42459,TRUE,LAC,LAC42459,3,2016,75,1,0,0,-20,0,79,30,87,8,23,11,17,14,53,20,2,1,16,15,7,7,18,84,99
4/1/2016,MIN,MIN42461,TRUE,UTA,UTA42461,4,2016,76,0,0,0,-13,0,85,35,79,9,23,6,10,10,34,25,11,1,15,20,11,15,23,72,98
4/3/2016,MIN,MIN42463,TRUE,DAL,DAL42463,4,2016,77,1,0,0,-10,0,78,29,71,4,21,16,18,6,41,20,8,4,16,18,15,10,17,83,88
4/5/2016,MIN,MIN42465,TRUE,GSW,GSW42465,4,2016,78,0,0,0,7,1,124,44,86,8,17,28,36,6,40,30,14,6,17,15,9,23,8,98,117
4/7/2016,MIN,MIN42467,TRUE,SAC,SAC42467,4,2016,79,0,0,0,8,1,105,36,80,11,21,22,31,13,43,25,11,4,15,17,17,19,21,85,97
4/9/2016,MIN,MIN42469,TRUE,POR,POR42469,4,2016,80,0,0,0,1,1,106,41,84,5,13,19,25,13,37,24,8,7,11,18,11,17,18,80,105
4/11/2016,MIN,MIN42471,TRUE,HOU,HOU42471,4,2016,81,1,0,1,-24,0,105,38,83,5,21,24,33,10,40,25,12,3,13,20,8,17,26,86,129
4/13/2016,MIN,MIN42473,TRUE,NOP,NOP42473,4,2016,82,1,0,0,35,1,144,56,86,13,28,19,23,5,43,41,14,8,13,20,10,16,22,92,109
10/26/2016,MIN,MIN42669,,MEM,MEM42669,10,2016,1,0,0,0,-4,0,98,36,86,6,18,20,29,15,45,20,6,5,10,23,11,13,27,80,102
10/29/2016,MIN,MIN42672,,SAC,SAC42672,10,2016,2,0,0,0,-3,0,103,37,70,7,22,22,31,7,36,19,6,5,11,25,11,13,25,85,106
11/1/2016,MIN,MIN42675,,MEM,MEM42675,11,2016,3,1,0,0,36,1,116,43,78,12,20,18,23,10,50,29,10,5,21,22,8,20,29,75,80
11/3/2016,MIN,MIN42677,,DEN,DEN42677,11,2016,4,1,0,0,-3,0,99,35,88,9,22,20,25,14,43,20,8,4,16,22,7,20,25,81,102
11/5/2016,MIN,MIN42679,,OKC,OKC42679,11,2016,5,0,0,0,-20,0,92,33,84,4,19,22,29,17,41,12,7,8,17,19,11,12,24,86,112
11/8/2016,MIN,MIN42682,,BRK,BRK42682,11,2016,6,0,0,0,-9,0,110,39,92,12,28,20,28,15,41,20,11,3,16,21,5,20,26,76,119
11/9/2016,MIN,MIN42683,,ORL,ORL42683,11,2016,7,0,1,0,16,1,123,45,87,13,23,20,26,10,45,27,8,5,6,23,12,9,30,85,107
11/12/2016,MIN,MIN42686,,LAC,LAC42686,11,2016,8,1,0,1,-14,0,105,40,89,8,22,17,21,15,39,26,11,3,13,31,9,14,37,76,119
11/13/2016,MIN,MIN42687,,LAL,LAL42687,11,2016,9,1,1,1,26,1,125,42,80,13,27,28,42,9,44,28,10,4,10,19,5,17,30,71,99
11/15/2016,MIN,MIN42689,,CHO,CHO42689,11,2016,10,1,0,0,-7,0,108,38,89,15,35,17,21,14,43,25,4,5,18,19,4,13,22,80,115
11/17/2016,MIN,MIN42691,TRUE,PHI,PHI42691,11,2016,11,1,0,1,24,1,110,43,84,6,25,18,20,14,48,18,7,8,13,19,13,15,19,83,86
11/19/2016,MIN,MIN42693,TRUE,MEM,MEM42693,11,2016,12,0,0,1,-22,0,71,25,64,7,22,14,22,5,34,16,5,5,16,25,13,9,38,76,93
11/21/2016,MIN,MIN42695,TRUE,BOS,BOS42695,11,2016,13,1,0,0,-6,0,93,36,86,4,24,17,25,16,51,23,5,4,15,19,6,11,14,84,99
11/23/2016,MIN,MIN42697,TRUE,NOP,NOP42697,11,2016,14,0,0,1,-21,0,96,33,86,3,17,27,33,8,41,23,12,3,17,19,4,17,23,83,117
11/25/2016,MIN,MIN42699,TRUE,PHO,PHO42699,11,2016,15,0,0,0,13,1,98,34,85,7,22,23,25,11,39,16,15,8,17,27,12,25,21,79,85
11/26/2016,MIN,MIN42700,TRUE,GSW,GSW42700,11,2016,16,0,1,1,-13,0,102,41,89,10,35,10,12,8,32,22,8,3,13,15,12,18,17,81,115
11/28/2016,MIN,MIN42702,TRUE,UTA,UTA42702,11,2016,17,1,0,0,-9,0,103,36,81,7,19,24,25,10,39,26,8,2,14,23,12,12,34,79,112
11/30/2016,MIN,MIN42704,TRUE,NYK,NYK42704,11,2016,18,1,0,0,-2,0,104,34,77,4,19,32,39,11,40,17,9,5,15,17,12,13,15,91,106
12/2/2016,MIN,MIN42706,TRUE,NYK,NYK42706,12,2016,19,0,0,0,-4,0,114,41,88,10,28,22,24,13,43,25,6,6,14,25,11,15,30,86,118
